#pid;sid;start;end;text;phase;phase_name;subjective_load;rebus_score
25;16;1038340;1056620;NA OBRÁZKU FOTOGRAFII FOTOGRAFIE POŘÍZENA PŘES NĚJAKÉ PLETIVO PRAVDĚPODOBNĚ PLOT ZDÁLY VIDÍM NĚJAKÉ VYSOKÉ BUDOVY MRAKODRAPY PODLE MOST BYCH USUZOVAL ŽE SE PRAVDĚPODOBNĚ JEDNÁ O NI YORK NEBO NĚJAKÉ AMERICKÉ MĚSTO TAHLE TA ARCHITEKTURA JE TAM PODOBNÁ;W2;Water;3.0;nan
25;17;1059360;1076050;A OBRÁZEK JE MALBA VIDÍM DALŠÍ KRAJINU KEŘE PRAVDĚPODOBNĚ NĚJAKOU ZÍDKU VYPADÁ TO JAKO NĚJAKÁ STARÁ PEVNOST KTERÁ BYLA PŘEDĚLÁNA A ZÁPAD SLUNCE NA OBLOZE JE PÁR VRAKŮ V POZADÍ PRAVDĚPODOBNĚ MOŘE;W2;Water;3.0;nan
25;18;1079230;1095181;NA OBRÁZKU VIDÍ FOTOGRAFII ŽENY ŽENA JE NABARVENÁ NĚJAKOU BARVOU PŘIPADÁ MI TO JAKO NĚJAKÁ AKCE KDE SE PO SOBĚ HÁZÍ NĚJAKÝMI BAREVNÝ PYTLÍKY ŽENA MÁ TRIČKO NĚJAKÝ NÁHRDELNÍK NEBO NĚJAKÝ PROVÁZEK KOLEM KRKU;W2;Water;3.0;nan
25;19;1119770;1129760;CESTOU MU ZASTOUPIL OBROVSKÝ DRAK A KRÁL NEVÁHAL TASIL MEČ A PUSTIL SE S NESTVŮROU DO BOJE NA ŽIVOT A NA SMRT;R2_0;Rebus;5.0;0.5
25;20;1133160;1141110;MARKÉTA VYŠLA ZE DVEŘÍ JEŠTĚ JEDNOU SE OTOČILA I V OČÍCH SE JÍ ZAJISKŘILO SLZA ZAMÁVALA S MÝM SESTRÁM A VYRAZILA;R2_1;Rebus;5.0;0.5
25;21;1144800;1155320;OTEVŘEL NOVÝ DOKUMENT NA SVÉM POČÍTAČI A NAHMATAL KLÁVESY VENKU PRŠELO BYLO CHLADNO PŘES OKNO VIDĚL SAMÝ DNEŠNÍ K SLUNEČNÍK SAMÝ STUDENÝ OBLIČEJ;R2_2;Rebus;5.0;0.5
25;22;1160400;1169360;DÁREK DVA DÁRKY NEDOSTÁVÁ RÁDA VŽDY MĚLA POCIT ŽE KLÍČ K JEJÍMU SRDCI LEŽÍ JINDE NEŽ NA PULTECH OBCHODŮ;R2_3;Rebus;5.0;0.5
25;23;1194360;1211260;NA OBRÁZKU VIDÍM ŘEKU VIDÍM V POZADÍ STROMY I U ŘEKY JE NĚJAKÝ STARÝ KMEN I ŘÁDNĚ UŽ A ZNIČENÝ A KOLEM ŘEKY JSOU KAMENY I ŘEKA JE POMĚRNĚ DRAHÁ;W3;Water;3.0;nan
25;24;1213870;1231250;A NA OBRÁZKU VIDÍM MALBU JEDNÁ SE O PRAVDĚPODOBNĚ NĚJAKOU STAROU PEVNOST ČI HRAD VIDÍM VELKOU BĚŽ OVÁLNOU RADY POMĚRNĚ ROZBOŘENÝ A TRÁVA OKOLO NEBO NĚJAKÝ POROSTY ŽLUTÉ BARVY TAKŽE;W3;Water;3.0;nan
25;25;1235870;1251431;A NA OBRÁZKU VIDÍM FOTOGRAFII FOTOGRAFIE NĚJAKÝCH SKAL NEBO NĚJAKÉ SOUTĚSKY A UPROSTŘED SOUTĚSKY NĚJAKÁ OSOBA KTERÁ PRAVDĚPODOBNĚ SVÍTÍ BATERKOU NEBO NĚJAKÝM JINÝM ZDROJEM SVĚTLA A JE TMA;W3;Water;3.0;nan
25;26;1275980;1286850;MUŽ LEŽEL NA PLÁŽI A VŠECHNO HO BOLELO KOLEM MĚ LEŽELY ZBYTKY LETADEL A CESTOVNÍCH ZAVAZADEL CESTUJÍCÍCH MOŘE TIŠE ŠUMĚLO;R3_0;Rebus;6.0;0.2
25;27;1293110;1303800;LOĎ SE VYNOŘILA ÚPLNĚ S KÝM VOD SE VYNOŘILA ÚPLNĚ ZAKYMÁCEL A SE NA ROZBOUŘENÝCH VLNÁCH KMEN DŘEVO PALUBA ZASTÉNALA ALE ZAČAL KLOUZAT KE BŘEHU;R3_1;Rebus;6.0;0.2
25;28;1309660;1319490;NA STOLE STÁLA VÁZA POD OKNEM LEŽEL VYŠÍVANÝ KOBEREC PRO SE TÝ KVĚTINAMI OVOCEM A PTÁKY S OBRAZEM HLAVA NA KAŽDÉM KONCI;R3_2;Rebus;6.0;0.2
25;29;1323040;1335860;POLICISTA KRÁČEL MĚSTEM MRAKY SE PŘEVALOVALA PO ULICÍCH MRAČNA SE PŘEVALOVAL PO ULICÍCH JEHO NOHY V BOTÁCH S PODRÁŽKAMI TENKÝMI JAKO LIST PAPÍRU ČETLI DLÁŽDĚNÍ JAKO KNIHU;R3_3;Rebus;6.0;0.2
25;30;1340190;1350730;O CHVILKU POZDĚJI BYLO SLYŠET JAK SE ROZTŘÍSKALA JAK SE ROZTŘÍSKLO VODOVOD KDYŽ NA MĚLČINĚ VYHODILA KOTVA AŽ HO CHÁMOS SPUŠTĚNÝ NEMOHLO;R3_4;Rebus;6.0;0.2
25;31;1382320;1400230;NÁMRAZKŮ VIDÍM ULICI A ULICE NĚJAKÉHO STARŠÍHO RÁZU PROTOŽE JEŠTĚ NENÍ VYDLÁŽDĚNÁ NAVÍC VIDÍM POVOZY S KOŇMI TAKŽE PRAVDĚPODOBNĚ MALBA Z NĚJAKÉ DŘÍVĚJŠÍ DOBY A ZÁROVEŇ VIDÍM DOMY DOMY JSOU POMĚRNĚ VYŠŠÍ NEŽ TO PĚT VNĚJŠÍ;W4;Water;4.0;nan
25;32;1402350;1419230;A NÁMRAZKŮ VIDÍM OBRAZY FOTOGRAFIE PŘEDSTAVUJÍ SI ALPY PRAVDĚPODOBNĚ NĚJAKÉ ALPSKÉ PROSTŘEDÍ NEBO JINÉ MÍSTO V EVROPĚ POPŘÍPADĚ NA NOVÉM ZÉLANDU A PRAVDĚPODOBNĚ JE LÉTO NEBO NĚJAKÉ TEPLEJŠÍ ROČNÍ OBDOBÍ I TRÁVA NA LOUKÁCH SE ZELENÁ;W4;Water;4.0;nan
25;33;1423170;1440750;NA OBRÁZKU VÝMALBU PRAVDĚPODOBNĚ NĚJAKÝ HRAD TIPOVAL BYCH ŽE ODNĚKUD Z BRITÁNIE A POPŘEDÍ JE NĚJAKÁ ŘEKA ČI JEZERO JEZÍRKO A KOLEM JSOU STROMY TAKŽE PRAVDĚPODOBNĚ TA NĚJAKÝ POHLED Z PARKU NA JAKO PEVNOSTI HRAD;W4;Water;4.0;nan
25;34;1443610;1456390;A NÁMRAZKŮ JDI MALBU PŘEDSTAVUJ SI PRAVDĚPODOBNĚ ITÁLII I VIDÍM HROMADU STROMŮ PRAVDĚPODOBNĚ TAKÉ CYPŘIŠE NEBO NĚCO PODOBNÉHO A NA POZADÍ JSOU KOPCE;W4;Water;4.0;nan
25;35;1459880;1471110;A NA OBRÁZKU VIDÍM HORY HORY JSOU V MRAČNECH I NEBO V NĚJAKÉ MLZE OBLOHA JE ALE BEZ MRAKŮ;W4;Water;4.0;nan
25;36;1499710;1508960;KNÍŽE VLASTNIL OBROVSKÝ HRAD MI HO GALERIE BYL PROSLULA SVÝMI OBRAZY JEHO ZAHRADY SOCHA OZDOBNÝMI NO;R4_0;Rebus;6.0;0.14
25;37;1522700;1530000;HOROU HORU MOHUTNÝMI ŘEKAMI VODY MĚSTCI FORMULÍ SÁLY NA STRANU A ČEKALI NA POKYN STARTÉRA;R4_1;Rebus;6.0;0.14
25;38;1533590;1547770;AŽ PŘEKROČÍ PRÁH DOMŮ NEBUDE JÍ RUŠIT ŽÁDNÁ PARAZITNÍ MYŠLENKA TÝKAJÍCÍ SE SVALU TAXÍK JEDE ALE ONA SE NEDÍVÁ VEN NA ULICI POUZE SE ZAMĚŘUJE;R4_2;Rebus;6.0;0.14
25;39;1550220;1553310;NA AUTOMATY KTEŘÍ SE PRÁVĚ UKÁZAL NA TACHOMETRU;R4_2;Rebus;6.0;0.14
25;40;1556000;1569080;RAKETA PROLETĚLA OKOLO V I PLANETY GRAVITAČNÍ ÚČINKY SLUNCE ODCHODIL JEJICH PŮVODNÍ DRÁHU A ONI SE TEĎ ZŘÍTILY PŘÍMO NA ZEM BUDÍK ZAZVONIL A PROBUDIL MIMINO Z NOČNÍ MŮRY;R4_3;Rebus;6.0;0.14
25;41;1571930;1585110;KOUZELNÍK RYCHLE SEBRAL SVŮJ KLOBOUK A DAL SE DO BĚHU JEHO NOHA JO NOHY VĚDĚLI CO DĚLAT JEHO BĚH NABÍRAL RYCHLOST SE KTEROU BYCH SE ANI JEZDEC NEMOHL POMĚŘOVAT;R4_4;Rebus;6.0;0.14
25;42;1588450;1600891;KOHOUT TŘIKRÁT ZAKOKRHAL I SLUNCE VYCHÁZELO MRAČNA SE ROZESTOUPILI A V JAPONSKU ZAČAL DALŠÍ NEDĚLE TRHOVCÍCH BY TI STAVĚLI SVOJE STANY A ČEKALI NA PRVNÍ RANNÍ ZÁKAZNÍKY;R4_5;Rebus;6.0;0.14
25;43;1604740;1618190;VZAL DO RUKY ŠTĚTEC A PODÍVAL SE NA OBLOHU NIC NEBYLO TAK JAKOBY TO BĚŽNÉ OKO VIDĚLO NA PLÁTNU NENAŠEL KRÁTKÝMI TAHY DOKUD DVĚ HVĚZDY NEZAZÁŘILI JAKO NIKDY PŘEDTÍM;R4_6;Rebus;6.0;0.14
25;44;1644540;1662060;A NA OBRÁZKU VIDÍ NĚJAKOU MALBU MALBA JE KRAJINY I V KRAJINĚ JSOU NĚJAKÁ POLE TAKŽE ŇÁKÁ UŽ OSÍDLENÁ KRAJINA TO SE VIDÍM NĚJAKÉ STROMY KTERÉ JIM PŘIPOMÍNAJÍ CYPŘIŠE NEBO NĚCO PODOBNÉHO ÚPLNĚ V POPŘEDÍ JE NĚJAKÝ PLOT;W5;Water;4.0;nan
25;45;1665160;1681860;NA OBRÁZKU VIDÍM MOŘE PRAVDĚPODOBNĚ SE JEDNÁ O NĚJAKOU FOTOGRAFII A NA FOTOGRAFII JSOU SKÁLY V POPŘEDÍ PLÁŽ MOŘE VYPADÁ KLIDNÉ A MOŘE V POPŘEDÍ JE NĚJAKEJ JE MILEJŠÍ;W5;Water;4.0;nan
25;46;1685070;1702490;A OBRÁZEK JE MALBA MALBA ZOBRAZUJE NĚJAKOU ŘEKU ČI NĚCO PODOBNÉHO NĚJAKÉ VODNÍ DÍLO A NA ŘECE Z LODĚ I V POPŘEDÍ JE NĚJAKÁ CESTIČKA PRAVDĚPODOBNĚ Z POPŘEDÍ JAKO Z PARKU;W5;Water;4.0;nan
25;47;2076690;2087341;I DO ZAJÍMAVĚ TAK JSEM SI TO UŽÍVAL ALE ZÁROVEŇ JSEM MĚL POCIT ŽE NEJSEM DOSTATEČNĚ ZNALÍ A CO NEBO I SCHOPNÝ JÁ TO ABYCH BYL SCHOPEN VŠECHNO ODPOVĚDĚT;Debriefing;Debriefing;nan;nan
25;48;2106120;2111880;ZKOUMÁTE PRAVDĚPODOBNĚ JAK ČLOVĚK REAGUJE NA NEÚSPĚCH BYCH SI TIPNUL NEBO NĚCO S NÍM SPOJENÉ;Debriefing;Debriefing;nan;nan
25;49;2154450;2158010;HM NEBYLA OTÁZKA PRAVDĚPODOBNĚ ASI NIC NO;Debriefing;Debriefing;nan;nan
25;50;2175480;2181810;I MOŽNÁ TY UBROUSKY JÁ JSEM DOCELA EKOLOG NA TOHLE TAK JESTLI JSEM SE MUSEL UTÍRAT NEBO NE S TEBOU SOUČÁSTÍ EXPERIMENTU;Debriefing;Debriefing;nan;nan
26;0;14070;23241;JENOM JAKO PROJÍŽDĚT TAKŽE JÁ PROSTĚ JENOM DÁM RUKU A FREUD DRŽET DOBRÝ MŮŽETE JO JO HM DOBŘE;Instructions;Instructions;nan;nan
26;1;491240;494541;HM DOBRÝ JÁ JSEM TEĎKA PŘEMÝŠLELA JSOU TAM MÁ BÝT NO NE;STAI-Y2-0;STAI-Y2;nan;nan
26;2;517190;521600;TAKŽE TO ASI JEDNO CO KDO ŘÍKAT HLAVNĚ KDYŽ BUDU NĚCO ŘÍKAT TO CO VIDÍTE;STAI-Y2-0;STAI-Y2;nan;nan
26;3;528450;563200;VIDÍM OBRAZ NA KTERÉM JE PŘEDPOKLÁDÁM MŮŽE TO BEJT RŮŽE NEBO PIVOŇKA NEJSEM SI JISTA VYPADAT TO TAK JAKO VŠELIJAK A PŘIJDE DOBŘE PRÁVĚ TO JAK NĚJAKEJ OBRAZ KTERÝ BYCHOM ŘEŠILI JAKOŽE NA HODINÁCH DĚJEPISU A CHTĚLI BY PO NA SVĚT JAK SE JAKO CÍTÍM TAK A TAHLE JE PŘIPADÁ JAK KDYBY TO BYLO V NĚJAKÉ TŘEBA ANGLIE NEBO NĚCO PODOBNÉHO JAK STO VŽDYCKY TAK A TY ETIKETY ALE JE PÁRKY V SE DO NĚJAKÉ VELKÁ KATEDRÁLA HROMADA LIDÍ MYSLÍM ŽE TAM VIDÍM I KONĚ NĚKDE MALÉHO Z;W0;Water;5.0;nan
26;4;569940;581340;TOHLE JEDINÝ CO MĚ NAPADÁ TAKY PŘEMÝŠLÍM JESTLI JE TO NĚKDE U NÁS COŽ BY MĚ ASI JAKO NEPŘEKVAPOVAL NEBO JESTLI TO NĚKDO ZE ZAHRANIČÍ A STRAŠNĚ CENNÉ CZECHTEKU NAKLONÍM K TOMU OBRAZU A ZKUSIT PŘEČÍST NĚJAKÝ TEN NÁPIS ON TO RADŠI ASI DĚLAT NEBUDU;W0;Water;5.0;nan
26;5;591040;605370;TOHLE MĚ STRAŠNĚ PŘIPOMÍNÁ JAKO TAKOVOU TU LÁVOVOU LAMPU JAK SI VŽDYCKY MĚNÍ JAK S TO TOČÍ A TAK PODOBNĚ S TĚMA BUBLINAMA RŮZNOBAREVNÝM A OBRAZCEM AHOJ HROMADA BOT;W0;Water;5.0;nan
26;6;608900;612610;JÁ BYCH ŘEKLA TAK JAKO PIJETE CHUŤ HLAVNÍ PROBLÉM NĚCO POPSAT I NORMÁLNĚ;W0;Water;5.0;nan
26;7;616420;619470;JO DOBŘE JE;W0;Water;5.0;nan
26;8;634110;644560;NA PALOUKU SE PÁSL JELEN KOLEM MĚJ SE PROHNALO HEJNU BAŽANTŮ A KOROPTVÍ IDYLKU KAZIL JEN MYSLIVEC ČÍHAJÍCÍ NA POSEDU;R0_0;Rebus;1.0;1.0
26;9;649290;661561;PŘES MOST SE ŘÍTILO AUTO ZA NÍM SEHNALI DVĚ POLICEJNÍ AUTA A VE VZDUCHU NAD NÍM VISEL VRTULNÍK DRAMATIKY HLASITĚ KVÍLELY;R0_1;Rebus;1.0;1.0
26;10;669000;672270;A BYCH MĚL JEDNA MĚL JEDNODUCHÝ;R0;RebusEvaluation;1.0;1.0
26;11;698780;714190;A VIDIM HROMADU KNIH JELI PŘES SEBE PŘIPOMÍNÁ MI TO STRAŠNĚ KNIHOVNU A SE RŮZNĚ BAREVNÉ VIDÍM ŽE TO MÁ JEDNA ZELENÝ OBA DALŠÍ MAJÍ PRAŽÍME ČERVENÝ OBAL NĚKTERÉ Z TAKY ZAŠEDLÉ TAKŽE PŘEDPOKLÁDÁM ŽE JSOU STARŠÍ;W1;Water;6.0;nan
26;12;719820;735720;TOHLE MI PŘIPOMÍNÁ STRAŠNĚ TAKOVÝ KTERÉ SE RENESANČNÍ OBRAZY PAVLÍ PAŘEZ TAM JE MYSLÍM ŽE SE TAM HRAJÍ PSY VZADU JESTLI NA DŘEVĚ SEDÍ SKUPINKA LIDÍ A NAPRAVO VIDÍM MYSLÍM ŽE OSLA V NEBO KONĚ;W1;Water;6.0;nan
26;13;740060;754820;A VIDÍM PLACHETNICI NEBO LODĚ KTERÉ SE PLAVÍ NA ROZBOUŘENÉ VODĚ VZADU VIDÍM MĚSTO A TO JSOU MYSLÍM A TOVÁRNY Z NICH ZE KTERÝCH SE KOUŘÍ;W1;Water;6.0;nan
26;14;759490;772060;VIDÍM PALMY A MODRÉ NEBE TAKŽE MI TO PŘIPOMÍNÁ LÉTO TEPLO NEVÍM PROČ MĚ TO PROSTĚ SI TO SPOJUJU S AMERIKOU JE VŽDYCKY V KALIFORNII JSOU TAKOVÉ TY PALMY U PLÁŽE;W1;Water;6.0;nan
26;15;782410;787510;A VIDÍM STROMY LIDÉ TAM NEJSPÍŠE PRACUJÍ NA POLI;W1;Water;6.0;nan
26;16;823070;832130;A KRÁL VYSLECHL OBĚ STRANY DÍVAJÍC SE DO PAPÍRU A DOŠLA K NÁZORU ŽE PŘÍČINOU VŠEHO JE NEDOBRÁ VŮLE PÝCHA MALICHERNOST;R1_0;Rebus;6.0;0.33
26;17;836520;840570;ZIMA JE KRUTÁ A NEODPOUŠTÍ KDYŽ PADÁ SNÍH A VANOU BÍLÉ;R1_1;Rebus;6.0;0.33
26;18;843370;847421;NEVÍM OSAMOCENÝ VLK ZEMŘE ALE SMEČKA PŘEŽIJE;R1_1;Rebus;6.0;0.33
26;19;853350;862770;ELF VYKŘIKL VELIKÝM HLASEM A VYSTŘELIL VYSOKO DO VZDUCHU ŠÍP TEN ZMIZEL V BLESKU OHNĚ JEHO ARMÁDA UVIDĚLA SIGNÁL A VRHLA SE DO ÚTOKU;R1_2;Rebus;6.0;0.33
26;20;865420;871790;MALICHERNOST NEVÍM A OHEŇ;R1;RebusEvaluation;6.0;0.33
26;21;888100;902520;A VIDÍM NEWYORK VIDÍM BUDOVY VYPADÁTE ŽE V ZÁPADU SLUNCE A HROMADA AUT TAKŽE JE TAM HROMADA LIDÍ A JE TO ŘÍKÁ SE ŽE TO MĚSTO KTERÉ NIKDY NESPÍ TAKŽE SI DOKÁŽU PŘEDSTAVIT ŽE TAKHLE TO TAM VYPADÁ I V NOCI;W2;Water;3.0;nan
26;22;910030;920890;VYPADAL JAKOŽE OBRAZ S. NEJEN KRAJINY ALE NA POBŘEŽÍ VZADU TO VYPADÁ TROCHU JAKO BY TAM BYLO MOŘE NEBO JEZERO A JE TO ZELENÉ;W2;Water;3.0;nan
26;23;929520;945301;I VIDÍM HOLČINU KTERÁ MÁ NA SOBĚ BARVY TAKŽE MI TO PŘIPOMÍNÁ TAKOVÉ TY BĚHY KTERÉ STREET DĚLAJÍ JAK PO SOBĚ LIDI BĚŽÍ A HÁZÍ PO SOBĚ VLASTNĚ BARVY MYSLÍM ŽE SE JMENUJE BARVAMI NEJPRVE BY SE MĚL BYCH S BARVAMI ŠTVE;W2;Water;3.0;nan
26;24;967280;974000;CESTU MU ZA S. ZASTOUPIL OBROVSKÝ DRAK KRÁL NEVÁHAL TASIL MEČ A PUSTIL SE SNAD S FŮROU DO BOJE NA ŽIVOT A NA SMRT;R2_0;Rebus;4.0;0.5
26;25;978570;985050;MARKÉTA VYŠLA ZE DVEŘÍ JEŠTĚ JEDNOU SE OTOČILA V OČÍCH SE JÍ ZAJISKŘILA SE SLZ A ZAMÁVALA SVÝM SESTRÁM A VYRAZILA;R2_1;Rebus;4.0;0.5
26;26;988430;997680;OTEVŘEL NOVÝ DOKUMENT NA POČÍTAČI A NAHMATAL KLÁVESY VENKU PRŠELO BYLO CHLADNO PŘES OKNO VIDĚL SAMÝ DNEŠNÍCH SAMÝ STUDENÝ OBLIČEJ;R2_2;Rebus;4.0;0.5
26;27;1004060;1010480;DÁRKY NEDOSTÁVALA RÁDA VŽDY MĚLA POCIT ŽE KLÍČ K JEJÍMU SRDCI LEŽÍ JINDE NEŽ NA PULTECH OBCHODŮ;R2_3;Rebus;4.0;0.5
26;28;1018250;1021700;A NÍ NĚCO VÍM ŽE OBCHODU POTOM;R2;RebusEvaluation;4.0;0.5
26;29;1038890;1053490;A TAK VIDÍM ŘEKU A STROMY V NEJSPÍŠE NA PODZIM PROTOŽE VŠECHNO JE ORANŽOVÉ JE TO TAKOVÉ KLIDNÉ ŘEKA VYPADÁ ŽE ROZBOUŘENÁ ALE TEN OBRAZ MI PŘIPOMENOUT TA FOTKA MĚ TAK JAKO UKLIDŇUJE;W3;Water;4.0;nan
26;30;1059400;1075380;A VYPADÁ ŽE SE JEDNÁ O NĚJAKOU ROZBOŘENINU NEBO PŘIPADÁ MI TO JAK ROZBOŘILA NĚJAKÉHO HRADU S PASTÝŘEM VEPŘEDU JSOU TAM NĚJAKÉ TŘI ČTYŘI OVCE A TAKOVÉ KLIDNÉ SVĚTLEM;W3;Water;4.0;nan
26;31;1081260;1094840;STUDENÉ A ČLOVĚK MUSÍ MU BÝT ZIMA HROMADA SNĚHU RAMPOUCHY A ZAS TAKOVÉ KRÁSNÉ VEČER NAHOŘE JSOU HVĚZDY A SVÍTÍ VLASTNĚ DO NEBE;W3;Water;4.0;nan
26;32;1119370;1125180;MUŽ LEŽEL NA PLÁŽI A VŠECHNO HO BOLELO KOLEM MĚJ LEŽELY ZBYTKY LETADLA A;R3_0;Rebus;6.0;0.2
26;33;1127540;1131020;A KUFRU CESTUJÍCÍCH MOŘE TIŠE ŠUMĚLO;R3_0;Rebus;6.0;0.2
26;34;1134570;1143230;LOĎ SE VYNOŘILA ÚPLNĚ ZAKYMÁCEL ASI NA ROZBOUŘENÝCH VLNÁCH PAŘEZ PALUBA ZASTÉNALA AJ LOĎ ZAČALA KLOUZAT KE BŘEHU;R3_1;Rebus;6.0;0.2
26;35;1149520;1155670;NA STOLE STÁLA VÁZA POD OKNEM LEŽEL VYŠÍVANÝ KOBEREC POSETÉ KVĚTINAMI OVOCEM A;R3_2;Rebus;6.0;0.2
26;36;1158170;1161440;TY PTÁKY S OBRAZEM LVA NA KAŽDÉM KONCI;R3_2;Rebus;6.0;0.2
26;37;1166450;1175570;POLICI STÁL KRÁČEL NOCÍ MRAKY SE PŘE VOLALI PO ULICÍCH JEHO NOHY V BOTECH SE PODRÁŽKAMI TENKÝMI JAKO PAPÍR ČET ČETLI DLÁŽDĚNÍM JAKO KNIHU;R3_3;Rebus;6.0;0.2
26;38;1183870;1191460;O CHVILKU POZDĚJI BYL SLYŠET JAK SE DO STŘÍKALA VODA KDYŽ NA MĚLČINĚ VYHODILA KOTVA AŽ ŽUCHL MOSTEM SPUŠTĚNÝ NA MOLO;R3_4;Rebus;6.0;0.2
26;39;1194510;1199331;MOLO FILIP POSLEDNÍ TO JE ASI VŠECHNO;R3;RebusEvaluation;6.0;0.2
26;40;1213850;1229360;A VIDÍM ULICI S DOMY KONĚMA POVOZEM VEDLE JE VLASTNĚ ALEJ PO KTERÉ JDOU LIDÉ VYPADAT ŽE SE JEDNÁ O VELKÉ MĚSTO I NAKRESLIL TY NĚJAKÝ SYSLI A;W4;Water;4.0;nan
26;41;1236310;1250770;VYPADÁ TO NĚJAK VMĚSTNALA MĚSTEČKO V HORÁCH PŘEDPOKLÁDÁM ŽE ASI NĚKDE V ITÁLII O JSOU TAM MRAKY VYPADÁ TO SE TAKOVÉ KLIDNÉ ÚPLNĚ MĚ TO VE MNĚ EVOKUJE ŽE BYCH SE ŠLA PROJÍT DO LESA;W4;Water;4.0;nan
26;42;1257140;1265120;VLASTNĚ ŘEKY JE TAM ŘEKA NA KTERÉ JSOU DVĚ LABUTĚ VZADU JE NĚ NĚJAKÝ ZÁMEK OKOLÍ JSOU STROMY TO TAKOVÉ KLIDNÉ;W4;Water;4.0;nan
26;43;1267290;1270910;O ROZUM VEPŘEDU PRAVÝM;W4;Water;4.0;nan
26;44;1274210;1287420;A DALŠÍ OBRAZ TEĎ MI TO PŘIPOMÍNÁ NE JAK ITÁLIE MÁM STRAŠNOU CHUŤ NA VÍNO KDYŽ TO TAK VIDÍM NEVÍM PROČ A JE TAM KOPCE JSOU TAM DOBŘE;W4;Water;4.0;nan
26;45;1290160;1301330;A HROMADA HOR KTERÉ JSOU POD MRAKEM POD MLHOU A VŠECHNO TAKOVÉ BÍLÉ ALE JDOU TAM TROCHU JE TY ZELENÉ TÓNY HM;W4;Water;4.0;nan
26;46;1330270;1338581;KNÍŽE VLASTNIL OBROVSKÝ HRAD JEHO GALLERIA BYLA PROSLULÁ SVÝMI OBRAZY JEHO ZAHRADAMI SE SOCHAMI A OZDOBNÝMI FONTÁNAMI S LEKNÍNY;R4_0;Rebus;7.0;0.29
26;47;1350030;1353420;DÉŠŤ VAL VAL OKRUH POD HOROU;R4_1;Rebus;7.0;0.29
26;48;1357100;1366460;HOROU MOUNT EVEREST MOHUTNÝMI ŘEKAMI VODY JEZDCI FORMULE JEDNA STÁLI NA STARTU A ČEKAJÍ NA POKYNY STARTÉRA;R4_1;Rebus;7.0;0.29
26;49;1371800;1390760;AŽ PŘEKROČÍ PRÁH DOMU NEBUDE JÍ RUŠIT ŽÁDNÁ PARAZIT NÍ MYŠLENKA TÝKAJÍCÍ SE SVALŮ TAK SÍTĚ DÉLE ONA SE NEDÍVÁ VEN NA ULICI POUZE SE ZAMĚŘUJE NA AUTOMAT KTERÉ SE PRÁVĚ UKÁZAL NA ČÍSLO KTERÉ SE PRÁVĚ UKÁZAL NA TACHOMETRU;R4_2;Rebus;7.0;0.29
26;50;1399550;1412940;RAKETA PROLETĚLA OKOLO PLANETY GRAVITAČNÍ ÚČINKY SLUNCE ODKLONILI JEJÍ PŮVODNÍ DRÁHU A ONI SE TEĎ ŘÍTILI PŘÍMO NA V ZEMI ČAS NE BUDÍK ZAZVONIL A PROBUDIL DÍTĚ Z NOČNÍ MŮRY;R4_3;Rebus;7.0;0.29
26;51;1421080;1432770;KOUZELNÍK RYCHLE SEBRAL SVŮJ KLOBOUK A DAL SE DO BĚHU JEHO NOHY VĚDĚLI CO DĚLAT JEHO TĚLO NABÍRAL RYCHLOST SE KTEROU BY SE ANI KŮŇ NEMOHL POMĚŘOVAT;R4_4;Rebus;7.0;0.29
26;52;1442160;1457020;A KOHOUT TŘIKRÁT ZAKOKRHÁ L. A ROZEDNILO SE MRAKY SE ROZESTOUPILY A V. SE MI ZAČALA NEDĚLE TRHOVCÍCH BYTĚ STAVĚLI SVÉ STANY A ČEKALI NA PRVNÍ RANNÍ ZÁKAZNÍKY;R4_5;Rebus;7.0;0.29
26;53;1468480;1478710;VZAL DO RUKY ŠTĚTEC A PODÍVAL SE NA OBLOHU NIC NEBO TAK JAKOBY TO BĚŽNÉ OKO VIDĚLO NA PLÁTNA NAŠEL BARVY KRÁTKÝMI TAHY DOKUD HVĚZDY NEZÁŘIL JAKO NIKDY;R4_6;Rebus;7.0;0.29
26;54;1481800;1485580;A LEKNÍNY A;R4;RebusEvaluation;7.0;0.29
26;55;1509100;1524720;A LIDÉ PRACUJÍ NA POLI SEKAJÍ NEJSPÍŠE TRÁVU VEPŘEDU JE MENŠÍ OHRADA S NEJSPÍŠ SE ZELÍM NEBO NĚČÍM PODOBNÝM A VZADU JE KRAJINA K. KOPCE A VESNICE;W5;Water;3.0;nan
26;56;1529240;1544010;A DÍVÁM SE NA FOTKU PLÁŽE S. SKALNÍMI ÚTESY NA OKOLO S ROZBOUŘENÝM MOŘEM VYPADÁ ŽE JE ODLIV PÍSEK VYPADÁ PŘÍJEMNĚ A ALE MYSLÍM SI ŽE TO NEBUDE MOC TEPLÁ TA VODA;W5;Water;3.0;nan
26;57;1548880;1565390;HM DÍVÁM SE NA ŘEKU PO KTERÉ PLUJÍ LODĚ A VEDL NA BŘEHU SI HRAJÍ PSY JSOU TAM LIDI MAJÍ TAM ROZTAŽENEJ O STŮL A ŽIDLE NA KTERÉM JE OBLEČENÍ;W5;Water;3.0;nan
