pid;sid;start;end;phase;phase_name;subjective_load;rebus_score
20;38;2001370;2059600;NASA-TLX;NASA-TLX;nan;nan
20;39;2063270;2230600;Debriefing;Debriefing;nan;nan
21;0;0;219940;Instructions;Instructions;nan;nan
21;1;224940;349110;PSS14;PSS14;nan;nan
21;2;354110;547930;Relax-0;Relax;nan;nan
21;3;552930;655850;STAI-Y2-0;STAI-Y2;nan;nan
21;4;660850;759080;W0;Water;3.0;nan
21;5;764660;776650;R0_0;Rebus;6.0;0.5
21;6;783400;795740;R0_1;Rebus;6.0;0.5
21;7;797660;832330;R0;RebusEvaluation;6.0;0.5
21;8;845350;946330;W1;Water;6.0;nan
21;9;976260;986720;R1_0;Rebus;7.0;0.67
21;10;993200;1004080;R1_1;Rebus;7.0;0.67
21;11;1011560;1024100;R1_2;Rebus;7.0;0.67
21;12;1025330;1047660;R1;RebusEvaluation;7.0;0.67
21;13;1051070;1115660;W2;Water;5.0;nan
21;14;1144020;1153740;R2_0;Rebus;7.0;0.5
21;15;1159550;1167200;R2_1;Rebus;7.0;0.5
21;16;1173260;1184180;R2_2;Rebus;7.0;0.5
21;17;1190370;1199700;R2_3;Rebus;7.0;0.5
21;18;1201660;1220000;R2;RebusEvaluation;7.0;0.5
21;19;1223400;1291330;W3;Water;7.0;nan
21;20;1313310;1324200;R3_0;Rebus;8.0;0.2
21;21;1330260;1342370;R3_1;Rebus;8.0;0.2
21;22;1344880;1361390;R3_2;Rebus;8.0;0.2
21;23;1366890;1379680;R3_3;Rebus;8.0;0.2
21;24;1384760;1394550;R3_4;Rebus;8.0;0.2
21;25;1395660;1411000;R3;RebusEvaluation;8.0;0.2
21;26;1414240;1513660;W4;Water;7.0;nan
21;27;1532080;1542730;R4_0;Rebus;8.0;0.14
21;28;1549400;1561630;R4_1;Rebus;8.0;0.14
21;29;1566530;1587020;R4_2;Rebus;8.0;0.14
21;30;1591010;1605550;R4_3;Rebus;8.0;0.14
21;31;1609500;1622660;R4_4;Rebus;8.0;0.14
21;32;1626630;1642570;R4_5;Rebus;8.0;0.14
21;33;1647300;1660910;R4_6;Rebus;8.0;0.14
21;34;1661660;1675330;R4;RebusEvaluation;8.0;0.14
21;35;1678730;1744660;W5;Water;7.0;nan
21;36;1769070;1857090;STAI-Y2-1;STAI-Y2;nan;nan
21;37;1862090;2050140;Relax-1;Relax;nan;nan
21;38;2055140;2114550;NASA-TLX;NASA-TLX;nan;nan
21;39;2119660;2350000;Debriefing;Debriefing;nan;nan
22;0;0;157540;Instructions;Instructions;nan;nan
22;1;162540;327340;PSS14;PSS14;nan;nan
22;2;332340;509470;Relax-0;Relax;nan;nan
22;3;514470;654210;STAI-Y2-0;STAI-Y2;nan;nan
22;4;659210;760110;W0;Water;6.0;nan
22;5;765610;777000;R0_0;Rebus;1.0;1.0
22;6;779710;795600;R0_1;Rebus;1.0;1.0
22;7;796040;818710;R0;RebusEvaluation;1.0;1.0
22;8;821610;935380;W1;Water;5.0;nan
22;9;970160;985000;R1_0;Rebus;6.0;0.33
22;10;989580;1000871;R1_1;Rebus;6.0;0.33
22;11;1006530;1018350;R1_2;Rebus;6.0;0.33
22;12;1020380;1057380;R1;RebusEvaluation;6.0;0.33
22;13;1058990;1126710;W2;Water;5.0;nan
22;14;1162520;1171760;R2_0;Rebus;4.0;0.5
22;15;1175810;1182740;R2_1;Rebus;4.0;0.5
22;16;1186700;1197770;R2_2;Rebus;4.0;0.5
22;17;1201080;1211390;R2_3;Rebus;4.0;0.5
22;18;1212040;1242710;R2;RebusEvaluation;4.0;0.5
22;19;1244080;1309380;W3;Water;6.0;nan
22;20;1344110;1352660;R3_0;Rebus;5.0;0.0
22;21;1357550;1369120;R3_1;Rebus;5.0;0.0
22;22;1373390;1383830;R3_2;Rebus;5.0;0.0
22;23;1388880;1398900;R3_3;Rebus;5.0;0.0
22;24;1403090;1411700;R3_4;Rebus;5.0;0.0
22;25;1413380;1445710;R3;RebusEvaluation;5.0;0.0
22;26;1447800;1548710;W4;Water;6.0;nan
22;27;1576370;1585610;R4_0;Rebus;6.0;0.14
22;28;1588790;1622160;R4_1;Rebus;6.0;0.14
22;29;1627670;1650760;R4_2;Rebus;6.0;0.14
22;30;1654130;1666730;R4_3;Rebus;6.0;0.14
22;31;1669670;1686000;R4_4;Rebus;6.0;0.14
22;32;1689120;1711730;R4_5;Rebus;6.0;0.14
22;33;1715450;1729340;R4_6;Rebus;6.0;0.14
22;34;1730040;1761710;R4;RebusEvaluation;6.0;0.14
22;35;1763940;1832710;W5;Water;4.0;nan
22;36;1867390;1958540;STAI-Y2-1;STAI-Y2;nan;nan
22;37;1963540;2154090;Relax-1;Relax;nan;nan
22;38;2159090;2237180;NASA-TLX;NASA-TLX;nan;nan
22;39;2242180;2554380;Debriefing;Debriefing;nan;nan
23;0;0;195990;Instructions;Instructions;nan;nan
23;1;200990;315360;PSS14;PSS14;nan;nan
23;2;320360;513820;Relax-0;Relax;nan;nan
23;3;518820;610390;STAI-Y2-0;STAI-Y2;nan;nan
23;4;615390;717580;W0;Water;3.0;nan
23;5;723660;735330;R0_0;Rebus;3.0;1.0
23;6;738420;751180;R0_1;Rebus;3.0;1.0
23;7;752110;785440;R0;RebusEvaluation;3.0;1.0
23;8;817640;921440;W1;Water;4.0;nan
23;9;948660;959300;R1_0;Rebus;7.0;0.67
23;10;961440;973560;R1_1;Rebus;7.0;0.67
23;11;976140;988831;R1_2;Rebus;7.0;0.67
23;12;989770;1015440;R1;RebusEvaluation;7.0;0.67
23;13;1017600;1084110;W2;Water;4.0;nan
23;14;1103800;1114080;R2_0;Rebus;7.0;0.5
23;15;1116150;1123470;R2_1;Rebus;7.0;0.5
23;16;1125430;1135660;R2_2;Rebus;7.0;0.5
23;17;1138530;1149300;R2_3;Rebus;7.0;0.5
23;18;1149770;1174770;R2;RebusEvaluation;7.0;0.5
23;19;1176970;1242110;W3;Water;3.0;nan
23;20;1262450;1274000;R3_0;Rebus;8.0;0.4
23;21;1276740;1286790;R3_1;Rebus;8.0;0.4
23;22;1290410;1300150;R3_2;Rebus;8.0;0.4
23;23;1303370;1314500;R3_3;Rebus;8.0;0.4
23;24;1317860;1327250;R3_4;Rebus;8.0;0.4
23;25;1327440;1360110;R3;RebusEvaluation;8.0;0.4
23;26;1361950;1458770;W4;Water;3.0;nan
23;27;1483370;1493870;R4_0;Rebus;8.0;0.29
23;28;1494410;1507730;R4_1;Rebus;8.0;0.29
23;29;1510420;1530050;R4_2;Rebus;8.0;0.29
23;30;1533680;1545350;R4_3;Rebus;8.0;0.29
23;31;1548890;1561340;R4_4;Rebus;8.0;0.29
23;32;1564340;1577860;R4_5;Rebus;8.0;0.29
23;33;1580450;1594640;R4_6;Rebus;8.0;0.29
23;34;1594770;1643440;R4;RebusEvaluation;8.0;0.29
23;35;1646670;1712440;W5;Water;5.0;nan
23;36;1742220;1806150;STAI-Y2-1;STAI-Y2;nan;nan
23;37;1811150;1998810;Relax-1;Relax;nan;nan
23;38;2003810;2091680;NASA-TLX;NASA-TLX;nan;nan
23;39;2096680;2484110;Debriefing;Debriefing;nan;nan
24;0;0;188100;Instructions;Instructions;nan;nan
24;1;192500;278770;PSS14;PSS14;nan;nan
24;2;290250;488770;Relax-0;Relax;nan;nan
24;3;493500;549440;STAI-Y2-0;STAI-Y2;nan;nan
24;4;568030;648100;W0;Water;5.0;nan
24;5;670030;681810;R0_0;Rebus;2.0;1.0
24;6;685220;698270;R0_1;Rebus;2.0;1.0
24;7;699840;716440;R0;RebusEvaluation;2.0;1.0
24;8;736900;841100;W1;Water;4.0;nan
24;9;864920;882920;R1_0;Rebus;6.0;0.33
24;10;887700;899700;R1_1;Rebus;6.0;0.33
24;11;909420;922440;R1_2;Rebus;6.0;0.33
24;12;923770;939100;R1;RebusEvaluation;6.0;0.33
24;13;940060;1006441;W2;Water;2.0;nan
24;14;1026710;1033310;R2_0;Rebus;4.0;0.75
24;15;1039070;1046720;R2_1;Rebus;4.0;0.75
24;16;1052140;1067300;R2_2;Rebus;4.0;0.75
24;17;1073680;1082580;R2_3;Rebus;4.0;0.75
24;18;1084100;1101440;R2;RebusEvaluation;4.0;0.75
24;19;1101580;1163770;W3;Water;2.0;nan
24;20;1184760;1196280;R3_0;Rebus;7.0;0.2
24;21;1201500;1211790;R3_1;Rebus;7.0;0.2
24;22;1217200;1230070;R3_2;Rebus;7.0;0.2
24;23;1235630;1251630;R3_3;Rebus;7.0;0.2
24;24;1258750;1272300;R3_4;Rebus;7.0;0.2
24;25;1273100;1295100;R3;RebusEvaluation;7.0;0.2
24;26;1297240;1393100;W4;Water;3.0;nan
24;27;1410740;1418990;R4_0;Rebus;8.0;0.29
24;28;1423660;1439890;R4_1;Rebus;8.0;0.29
24;29;1445690;1466280;R4_2;Rebus;8.0;0.29
24;30;1471340;1486490;R4_3;Rebus;8.0;0.29
24;31;1492290;1509490;R4_4;Rebus;8.0;0.29
24;32;1515940;1533990;R4_5;Rebus;8.0;0.29
24;33;1541000;1558570;R4_6;Rebus;8.0;0.29
24;34;1559100;1582770;R4;RebusEvaluation;8.0;0.29
24;35;1584420;1646770;W5;Water;3.0;nan
24;36;1670710;1728440;STAI-Y2-1;STAI-Y2;nan;nan
24;37;1737560;1926100;Relax-1;Relax;nan;nan
24;38;1930040;1974100;NASA-TLX;NASA-TLX;nan;nan
24;39;2003940;2236100;Debriefing;Debriefing;nan;nan
25;0;0;194180;Instructions;Instructions;nan;nan
25;1;199180;365060;PSS14;PSS14;nan;nan
25;2;370060;537760;Relax-0;Relax;nan;nan
25;3;542760;675770;STAI-Y2-0;STAI-Y2;nan;nan
25;4;680770;773610;W0;Water;3.0;nan
25;5;781610;793100;R0_0;Rebus;4.0;0.5
25;6;796670;809170;R0_1;Rebus;4.0;0.5
25;7;812430;835770;R0;RebusEvaluation;4.0;0.5
25;8;844550;950430;W1;Water;3.0;nan
25;9;972360;984000;R1_0;Rebus;4.0;0.67
25;10;987960;998310;R1_1;Rebus;4.0;0.67
25;11;1003810;1014460;R1_2;Rebus;4.0;0.67
25;12;1015430;1030770;R1;RebusEvaluation;4.0;0.67
25;13;1032070;1098430;W2;Water;3.0;nan
25;14;1119770;1129760;R2_0;Rebus;5.0;0.5
25;15;1133160;1141110;R2_1;Rebus;5.0;0.5
25;16;1144800;1155320;R2_2;Rebus;5.0;0.5
25;17;1160400;1169360;R2_3;Rebus;5.0;0.5
25;18;1170430;1187100;R2;RebusEvaluation;5.0;0.5
25;19;1188960;1252770;W3;Water;3.0;nan
25;20;1275980;1286850;R3_0;Rebus;6.0;0.2
25;21;1293110;1303800;R3_1;Rebus;6.0;0.2
25;22;1309660;1319490;R3_2;Rebus;6.0;0.2
25;23;1323040;1335860;R3_3;Rebus;6.0;0.2
25;24;1340190;1350730;R3_4;Rebus;6.0;0.2
25;25;1352430;1370770;R3;RebusEvaluation;6.0;0.2
25;26;1373150;1474770;W4;Water;4.0;nan
25;27;1499710;1512580;R4_0;Rebus;6.0;0.14
25;28;1516450;1530000;R4_1;Rebus;6.0;0.14
25;29;1533590;1553310;R4_2;Rebus;6.0;0.14
25;30;1556000;1569080;R4_3;Rebus;6.0;0.14
25;31;1571930;1585110;R4_4;Rebus;6.0;0.14
25;32;1588450;1600890;R4_5;Rebus;6.0;0.14
25;33;1604740;1618190;R4_6;Rebus;6.0;0.14
25;34;1618770;1634770;R4;RebusEvaluation;6.0;0.14
25;35;1635530;1704770;W5;Water;4.0;nan
25;36;1722990;1802890;STAI-Y2-1;STAI-Y2;nan;nan
25;37;1807890;1983570;Relax-1;Relax;nan;nan
25;38;1988570;2068470;NASA-TLX;NASA-TLX;nan;nan
25;39;2073510;2219770;Debriefing;Debriefing;nan;nan
26;0;0;126990;Instructions;Instructions;nan;nan
26;1;131990;217000;PSS14;PSS14;nan;nan
26;2;222000;407800;Relax-0;Relax;nan;nan
26;3;412800;522620;STAI-Y2-0;STAI-Y2;nan;nan
26;4;527620;625590;W0;Water;5.0;nan
26;5;634110;644560;R0_0;Rebus;1.0;1.0
26;6;649290;661560;R0_1;Rebus;1.0;1.0
26;7;662000;676330;R0;RebusEvaluation;1.0;1.0
26;8;692500;791000;W1;Water;6.0;nan
26;9;823070;832130;R1_0;Rebus;6.0;0.33
26;10;836520;847420;R1_1;Rebus;6.0;0.33
26;11;853350;862770;R1_2;Rebus;6.0;0.33
26;12;863330;880000;R1;RebusEvaluation;6.0;0.33
26;13;882490;946000;W2;Water;3.0;nan
26;14;967280;974000;R2_0;Rebus;4.0;0.5
26;15;978570;985050;R2_1;Rebus;4.0;0.5
26;16;988430;997680;R2_2;Rebus;4.0;0.5
26;17;1004060;1010480;R2_3;Rebus;4.0;0.5
26;18;1011000;1031000;R2;RebusEvaluation;4.0;0.5
26;19;1033170;1097330;W3;Water;4.0;nan
26;20;1119370;1131020;R3_0;Rebus;6.0;0.2
26;21;1134570;1143230;R3_1;Rebus;6.0;0.2
26;22;1149520;1161440;R3_2;Rebus;6.0;0.2
26;23;1166450;1175570;R3_3;Rebus;6.0;0.2
26;24;1183870;1191460;R3_4;Rebus;6.0;0.2
26;25;1192330;1207670;R3;RebusEvaluation;6.0;0.2
26;26;1209370;1303670;W4;Water;4.0;nan
26;27;1330270;1338580;R4_0;Rebus;7.0;0.29
26;28;1350030;1366460;R4_1;Rebus;7.0;0.29
26;29;1371800;1390760;R4_2;Rebus;7.0;0.29
26;30;1399550;1412940;R4_3;Rebus;7.0;0.29
26;31;1421080;1432770;R4_4;Rebus;7.0;0.29
26;32;1442160;1457020;R4_5;Rebus;7.0;0.29
26;33;1468480;1478710;R4_6;Rebus;7.0;0.29
26;34;1479330;1501000;R4;RebusEvaluation;7.0;0.29
26;35;1502870;1565330;W5;Water;3.0;nan
26;36;1593390;1656240;STAI-Y2-1;STAI-Y2;nan;nan
26;37;1661240;1843810;Relax-1;Relax;nan;nan
26;38;1848810;1920000;NASA-TLX;NASA-TLX;nan;nan
26;39;1925000;2160670;Debriefing;Debriefing;nan;nan
27;0;0;215990;Instructions;Instructions;nan;nan
27;1;220990;363650;PSS14;PSS14;nan;nan
27;2;368650;548680;Relax-0;Relax;nan;nan
27;3;553680;667220;STAI-Y2-0;STAI-Y2;nan;nan
27;4;672220;764950;W0;Water;1.0;nan
27;5;771630;783010;R0_0;Rebus;3.0;0.5
27;6;789600;801950;R0_1;Rebus;3.0;0.5
27;7;804000;818330;R0;RebusEvaluation;3.0;0.5
27;8;830790;933330;W1;Water;3.0;nan
27;9;961400;974540;R1_0;Rebus;3.0;0.67
27;10;978560;987980;R1_1;Rebus;3.0;0.67
27;11;992570;1007280;R1_2;Rebus;3.0;0.67
27;12;1008671;1022671;R1;RebusEvaluation;3.0;0.67
27;13;1024410;1089330;W2;Water;2.0;nan
27;14;1106190;1116030;R2_0;Rebus;5.0;0.25
27;15;1119880;1128280;R2_1;Rebus;5.0;0.25
27;16;1131800;1143110;R2_2;Rebus;5.0;0.25
27;17;1147410;1157730;R2_3;Rebus;5.0;0.25
27;18;1159000;1171000;R2;RebusEvaluation;5.0;0.25
27;19;1171640;1236670;W3;Water;5.0;nan
27;20;1255260;1264680;R3_0;Rebus;6.0;0.2
27;21;1273630;1284400;R3_1;Rebus;6.0;0.2
27;22;1287990;1302340;R3_2;Rebus;6.0;0.2
27;23;1307660;1320530;R3_3;Rebus;6.0;0.2
27;24;1327030;1339720;R3_4;Rebus;6.0;0.2
27;25;1340670;1355330;R3;RebusEvaluation;6.0;0.2
27;26;1356320;1452670;W4;Water;6.0;nan
27;27;1470820;1482550;R4_0;Rebus;7.0;0.29
27;28;1489130;1504650;R4_1;Rebus;7.0;0.29
27;29;1508850;1529140;R4_2;Rebus;7.0;0.29
27;30;1535650;1550650;R4_3;Rebus;7.0;0.29
27;31;1554350;1570300;R4_4;Rebus;7.0;0.29
27;32;1576590;1593980;R4_5;Rebus;7.0;0.29
27;33;1600540;1617340;R4_6;Rebus;7.0;0.29
27;34;1617670;1629330;R4;RebusEvaluation;7.0;0.29
27;35;1628170;1694000;W5;Water;4.0;nan
27;36;1718310;1792770;STAI-Y2-1;STAI-Y2;nan;nan
27;37;1797770;1980340;Relax-1;Relax;nan;nan
27;38;1985340;2055801;NASA-TLX;NASA-TLX;nan;nan
27;39;2059670;2242330;Debriefing;Debriefing;nan;nan
28;0;0;155420;Instructions;Instructions;nan;nan
28;1;167500;287750;PSS14;PSS14;nan;nan
28;2;344620;541750;Relax-0;Relax;nan;nan
28;3;548290;648080;STAI-Y2-0;STAI-Y2;nan;nan
28;4;666350;755420;W0;Water;2.0;nan
28;5;775760;786940;R0_0;Rebus;4.0;0.5
28;6;790550;802840;R0_1;Rebus;4.0;0.5
28;7;805600;836750;R0;RebusEvaluation;4.0;0.5
28;8;851960;949420;W1;Water;2.0;nan
28;9;976530;987100;R1_0;Rebus;5.0;0.33
28;10;991980;1002100;R1_1;Rebus;5.0;0.33
28;11;1005270;1016940;R1_2;Rebus;5.0;0.33
28;12;1019420;1095420;R1;RebusEvaluation;5.0;0.33
28;13;1098430;1164080;W2;Water;1.0;nan
28;14;1183650;1194750;R2_0;Rebus;3.0;0.5
28;15;1195880;1204420;R2_1;Rebus;3.0;0.5
28;16;1205750;1216420;R2_2;Rebus;3.0;0.5
28;17;1217250;1229750;R2_3;Rebus;3.0;0.5
28;18;1230420;1275420;R2;RebusEvaluation;3.0;0.5
28;19;1277440;1339750;W3;Water;3.0;nan
28;20;1360960;1369000;R3_0;Rebus;2.0;0.6
28;21;1372060;1379860;R3_1;Rebus;2.0;0.6
28;22;1382670;1392480;R3_2;Rebus;2.0;0.6
28;23;1395650;1405070;R3_3;Rebus;2.0;0.6
28;24;1408180;1416710;R3_4;Rebus;2.0;0.6
28;25;1418080;1492420;R3;RebusEvaluation;2.0;0.6
28;26;1494180;1590750;W4;Water;3.0;nan
28;27;1624880;1633490;R4_0;Rebus;7.0;0.29
28;28;1636040;1645670;R4_1;Rebus;7.0;0.29
28;29;1648730;1668460;R4_2;Rebus;7.0;0.29
28;30;1671640;1685240;R4_3;Rebus;7.0;0.29
28;31;1687930;1701740;R4_4;Rebus;7.0;0.29
28;32;1703840;1716950;R4_5;Rebus;7.0;0.29
28;33;1719710;1733320;R4_6;Rebus;7.0;0.29
28;34;1735910;1812080;R4;RebusEvaluation;7.0;0.29
28;35;1813570;1877750;W5;Water;2.0;nan
28;36;1903420;1990420;STAI-Y2-1;STAI-Y2;nan;nan
28;37;1993830;2186420;Relax-1;Relax;nan;nan
28;38;2191570;2238080;NASA-TLX;NASA-TLX;nan;nan
28;39;2272310;2817420;Debriefing;Debriefing;nan;nan
29;0;0;201490;Instructions;Instructions;nan;nan
29;1;207310;351820;PSS14;PSS14;nan;nan
29;2;360240;560820;Relax-0;Relax;nan;nan
29;3;565820;653490;STAI-Y2-0;STAI-Y2;nan;nan
29;4;680270;768160;W0;Water;2.0;nan
29;5;780600;791250;R0_0;Rebus;5.0;0.5
29;6;794630;807410;R0_1;Rebus;5.0;0.5
29;7;810490;833820;R0;RebusEvaluation;5.0;0.5
29;8;846420;943820;W1;Water;2.0;nan
29;9;969800;983140;R1_0;Rebus;5.0;0.67
29;10;986050;997190;R1_1;Rebus;5.0;0.67
29;11;1001410;1015230;R1_2;Rebus;5.0;0.67
29;12;1016820;1032820;R1;RebusEvaluation;5.0;0.67
29;13;1034150;1099490;W2;Water;2.0;nan
29;14;1116540;1126440;R2_0;Rebus;6.0;0.5
29;15;1131140;1141560;R2_1;Rebus;6.0;0.5
29;16;1143990;1155650;R2_2;Rebus;6.0;0.5
29;17;1159180;1168420;R2_3;Rebus;6.0;0.5
29;18;1169490;1188160;R2;RebusEvaluation;6.0;0.5
29;19;1190420;1253160;W3;Water;4.0;nan
29;20;1277260;1292010;R3_0;Rebus;8.0;0.2
29;21;1296300;1307850;R3_1;Rebus;8.0;0.2
29;22;1311580;1331940;R3_2;Rebus;8.0;0.2
29;23;1334830;1348230;R3_3;Rebus;8.0;0.2
29;24;1352400;1360950;R3_4;Rebus;8.0;0.2
29;25;1362820;1399160;R3;RebusEvaluation;8.0;0.2
29;26;1400860;1497160;W4;Water;5.0;nan
29;27;1521650;1533170;R4_0;Rebus;6.0;0.43
29;28;1540170;1576320;R4_1;Rebus;6.0;0.43
29;29;1578970;1598580;R4_2;Rebus;6.0;0.43
29;30;1602640;1617910;R4_3;Rebus;6.0;0.43
29;31;1619900;1634090;R4_4;Rebus;6.0;0.43
29;32;1639010;1655520;R4_5;Rebus;6.0;0.43
29;33;1658150;1675860;R4_6;Rebus;6.0;0.43
29;34;1676820;1701160;R4;RebusEvaluation;6.0;0.43
29;35;1703490;1766490;W5;Water;4.0;nan
29;36;1789050;1865160;STAI-Y2-1;STAI-Y2;nan;nan
29;37;1871480;2069160;Relax-1;Relax;nan;nan
29;38;2074490;2131820;NASA-TLX;NASA-TLX;nan;nan
29;39;2138540;2413160;Debriefing;Debriefing;nan;nan
30;0;0;176440;Instructions;Instructions;nan;nan
30;1;181440;281290;PSS14;PSS14;nan;nan
30;2;286290;475760;Relax-0;Relax;nan;nan
30;3;480760;580340;STAI-Y2-0;STAI-Y2;nan;nan
30;4;585340;703930;W0;Water;7.0;nan
30;5;711760;720490;R0_0;Rebus;5.0;0.0
30;6;732950;738960;R0_1;Rebus;5.0;0.0
30;7;740330;766330;R0;RebusEvaluation;5.0;0.0
30;8;780260;880670;W1;Water;8.0;nan
30;9;920760;926160;R1_0;Rebus;7.0;0.33
30;10;929300;943390;R1_1;Rebus;7.0;0.33
30;11;949410;961620;R1_2;Rebus;7.0;0.33
30;12;963000;989000;R1;RebusEvaluation;7.0;0.33
30;13;991930;1052330;W2;Water;7.0;nan
30;14;1075640;1084730;R2_0;Rebus;8.0;0.25
30;15;1087550;1093850;R2_1;Rebus;8.0;0.25
30;16;1096550;1108920;R2_2;Rebus;8.0;0.25
30;17;1112680;1121620;R2_3;Rebus;8.0;0.25
30;18;1122670;1158000;R2;RebusEvaluation;8.0;0.25
30;19;1158290;1227330;W3;Water;6.0;nan
30;20;1251240;1259790;R3_0;Rebus;8.0;0.4
30;21;1262580;1273540;R3_1;Rebus;8.0;0.4
30;22;1276860;1287600;R3_2;Rebus;8.0;0.4
30;23;1290000;1300950;R3_3;Rebus;8.0;0.4
30;24;1305820;1314550;R3_4;Rebus;8.0;0.4
30;25;1315000;1345000;R3;RebusEvaluation;8.0;0.4
30;26;1347290;1447330;W4;Water;6.0;nan
30;27;1470680;1483000;R4_0;Rebus;8.0;0.14
30;28;1484670;1499670;R4_1;Rebus;8.0;0.14
30;29;1500860;1520000;R4_2;Rebus;8.0;0.14
30;30;1524030;1537000;R4_3;Rebus;8.0;0.14
30;31;1539610;1554000;R4_4;Rebus;8.0;0.14
30;32;1554620;1572330;R4_5;Rebus;8.0;0.14
30;33;1574510;1589670;R4_6;Rebus;8.0;0.14
30;34;1591000;1633000;R4;RebusEvaluation;8.0;0.14
30;35;1635890;1702000;W5;Water;6.0;nan
30;36;1723750;1778250;STAI-Y2-1;STAI-Y2;nan;nan
30;37;1783250;1963650;Relax-1;Relax;nan;nan
30;38;1968650;2021340;NASA-TLX;NASA-TLX;nan;nan
30;39;2026341;2266340;Debriefing;Debriefing;nan;nan
31;0;0;214660;Instructions;Instructions;nan;nan
31;1;218300;350000;PSS14;PSS14;nan;nan
31;2;355160;557000;Relax-0;Relax;nan;nan
31;3;586080;706000;STAI-Y2-0;STAI-Y2;nan;nan
31;4;710950;801000;W0;Water;3.0;nan
31;5;822600;833850;R0_0;Rebus;5.0;0.5
31;6;837860;850120;R0_1;Rebus;5.0;0.5
31;7;851660;914330;R0;RebusEvaluation;5.0;0.5
31;8;949420;1054660;W1;Water;4.0;nan
31;9;1079130;1090960;R1_0;Rebus;6.0;0.67
31;10;1092870;1103350;R1_1;Rebus;6.0;0.67
31;11;1107480;1118670;R1_2;Rebus;6.0;0.67
31;12;1119000;1145000;R1;RebusEvaluation;6.0;0.67
31;13;1147910;1209000;W2;Water;3.0;nan
31;14;1233990;1244460;R2_0;Rebus;7.0;0.25
31;15;1246440;1254840;R2_1;Rebus;7.0;0.25
31;16;1257160;1268320;R2_2;Rebus;7.0;0.25
31;17;1270090;1280550;R2_3;Rebus;7.0;0.25
31;18;1281330;1312660;R2;RebusEvaluation;7.0;0.25
31;19;1315380;1382660;W3;Water;3.0;nan
31;20;1398130;1410660;R3_0;Rebus;8.0;0.2
31;21;1411620;1423330;R3_1;Rebus;8.0;0.2
31;22;1424810;1435660;R3_2;Rebus;8.0;0.2
31;23;1437080;1449000;R3_3;Rebus;8.0;0.2
31;24;1450350;1462660;R3_4;Rebus;8.0;0.2
31;25;1463000;1501330;R3;RebusEvaluation;8.0;0.2
31;26;1505480;1602330;W4;Water;4.0;nan
31;27;1618530;1629630;R4_0;Rebus;9.0;0.14
31;28;1632390;1647070;R4_1;Rebus;9.0;0.14
31;29;1650120;1668930;R4_2;Rebus;9.0;0.14
31;30;1671010;1683700;R4_3;Rebus;9.0;0.14
31;31;1685720;1699940;R4_4;Rebus;9.0;0.14
31;32;1701960;1717110;R4_5;Rebus;9.0;0.14
31;33;1718580;1733840;R4_6;Rebus;9.0;0.14
31;34;1739000;1771330;R4;RebusEvaluation;9.0;0.14
31;35;1774280;1843000;W5;Water;2.0;nan
31;36;1855930;1953330;STAI-Y2-1;STAI-Y2;nan;nan
31;37;1957650;2146330;Relax-1;Relax;nan;nan
31;38;2165150;2240620;NASA-TLX;NASA-TLX;nan;nan
31;39;2259500;2770330;Debriefing;Debriefing;nan;nan
32;0;0;265640;Instructions;Instructions;nan;nan
32;1;270640;418750;PSS14;PSS14;nan;nan
32;2;423750;623740;Relax-0;Relax;nan;nan
32;3;628740;738360;STAI-Y2-0;STAI-Y2;nan;nan
32;4;743360;836760;W0;Water;2.0;nan
32;5;843290;853460;R0_0;Rebus;1.0;1.0
32;6;858740;873700;R0_1;Rebus;1.0;1.0
32;7;873800;888470;R0;RebusEvaluation;1.0;1.0
32;8;891480;1004471;W1;Water;3.0;nan
32;9;1033000;1043680;R1_0;Rebus;4.0;0.67
32;10;1047160;1058410;R1_1;Rebus;4.0;0.67
32;11;1061000;1073510;R1_2;Rebus;4.0;0.67
32;12;1074470;1093470;R1;RebusEvaluation;4.0;0.67
32;13;1095100;1160130;W2;Water;3.0;nan
32;14;1179020;1188020;R2_0;Rebus;8.0;0.25
32;15;1189980;1197150;R2_1;Rebus;8.0;0.25
32;16;1199020;1208860;R2_2;Rebus;8.0;0.25
32;17;1211890;1221940;R2_3;Rebus;8.0;0.25
32;18;1223490;1262470;R2;RebusEvaluation;8.0;0.25
32;19;1263050;1328800;W3;Water;2.0;nan
32;20;1356780;1365900;R3_0;Rebus;8.0;0.4
32;21;1365900;1379460;R3_1;Rebus;8.0;0.4
32;22;1382280;1392390;R3_2;Rebus;8.0;0.4
32;23;1395110;1405640;R3_3;Rebus;8.0;0.4
32;24;1408560;1420950;R3_4;Rebus;8.0;0.4
32;25;1422130;1487800;R3;RebusEvaluation;8.0;0.4
32;26;1489140;1587800;W4;Water;2.0;nan
32;27;1612790;1622720;R4_0;Rebus;8.0;0.29
32;28;1625120;1636280;R4_1;Rebus;8.0;0.29
32;29;1638780;1658160;R4_2;Rebus;8.0;0.29
32;30;1660700;1672280;R4_3;Rebus;8.0;0.29
32;31;1674690;1688950;R4_4;Rebus;8.0;0.29
32;32;1691710;1705190;R4_5;Rebus;8.0;0.29
32;33;1707250;1722480;R4_6;Rebus;8.0;0.29
32;34;1723130;1775800;R4;RebusEvaluation;8.0;0.29
32;35;1779280;1851800;W5;Water;4.0;nan
32;36;1873910;1944010;STAI-Y2-1;STAI-Y2;nan;nan
32;37;1949010;2154580;Relax-1;Relax;nan;nan
